sourceTaxonId	sourceTaxonIds	sourceTaxonName	sourceTaxonRank	sourceTaxonPathNames	sourceTaxonPathIds	sourceTaxonPathRankNames	sourceTaxonSpeciesName	sourceTaxonSpeciesId	sourceTaxonGenusName	sourceTaxonGenusId	sourceTaxonFamilyName	sourceTaxonFamilyId	sourceTaxonOrderName	sourceTaxonOrderId	sourceTaxonClassName	sourceTaxonClassId	sourceTaxonPhylumName	sourceTaxonPhylumId	sourceTaxonKingdomName	sourceTaxonKingdomId	sourceId	sourceOccurrenceId	sourceInstitutionCode	sourceCollectionCode	sourceCatalogNumber	sourceBasisOfRecordId	sourceBasisOfRecordName	sourceLifeStageId	sourceLifeStageName	sourceBodyPartId	sourceBodyPartName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	sourceSexId	sourceSexName	interactionTypeName	interactionTypeId	targetTaxonId	targetTaxonIds	targetTaxonName	targetTaxonRank	targetTaxonPathNames	targetTaxonPathIds	targetTaxonPathRankNames	targetTaxonSpeciesName	targetTaxonSpeciesId	targetTaxonGenusName	targetTaxonGenusId	targetTaxonFamilyName	targetTaxonFamilyId	targetTaxonOrderName	targetTaxonOrderId	targetTaxonClassName	targetTaxonClassId	targetTaxonPhylumName	targetTaxonPhylumId	targetTaxonKingdomName	targetTaxonKingdomId	targetId	targetOccurrenceId	targetInstitutionCode	targetCollectionCode	targetCatalogNumber	targetBasisOfRecordId	targetBasisOfRecordName	targetLifeStageId	targetLifeStageName	targetBodyPartId	targetBodyPartName	targetPhysiologicalStateId	targetPhysiologicalStateName	targetSexId	targetSexName	decimalLatitude	decimalLongitude	localityId	localityName	eventDateUnixEpoch	argumentTypeId	referenceCitation	referenceDoi	referenceUrl	sourceCitation	sourceNamespace	sourceArchiveURI	sourceDOI	sourceLastSeenAtUnixEpoch
no:match	no:match	USNMENT00985496		IXODES | PHOLEOIXODES | IXODES ANGUSTUS		genus | subgenus | species	IXODES ANGUSTUS		IXODES																USNMENT00985496		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2437282	EOL:347433 | GBIF:2437282 | INAT_TAXON:46260 | IRMNG:10201459 | ITIS:180166 | NCBI:10009 | WD:Q326976 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Tamiasciurus_hudsonicus_Erxleben_1777 | http://treatment.plazi.org/id/CDA311D2646F7037BD55EFB75ACE1A1D	Tamiasciurus hudsonicus	species	Animalia | Chordata | Mammalia | Rodentia | Sciuridae | Tamiasciurus | Tamiasciurus hudsonicus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:1459 | GBIF:9456 | GBIF:2437279 | GBIF:2437282	kingdom | phylum | class | order | family | genus | species	Tamiasciurus hudsonicus	GBIF:2437282	Tamiasciurus	GBIF:2437279	Sciuridae	GBIF:9456	Rodentia	GBIF:1459	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												KENAI PENINSULA  ALONG THE SEWARD HIGHWAY		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985493		IXODES | PHOLEOIXODES | IXODES ANGUSTUS		genus | subgenus | species	IXODES ANGUSTUS		IXODES																USNMENT00985493		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:5706762	GBIF:5706762 | INAT_TAXON:74681 | ITIS:970618 | NCBI:537920 | WD:Q608821 | doi:10.11646/zootaxa.4522.1.1 | http://taxon-concept.plazi.org/id/Animalia/Myodes_rutilus_Pallas_1778 | http://treatment.plazi.org/id/03A0BE3B64BBFF0EFF4FFE04FCC35325	Myodes rutilus	species	Animalia | Chordata | Mammalia | Rodentia | Cricetidae | Myodes | Myodes rutilus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:1459 | GBIF:3240723 | GBIF:2438724 | GBIF:5706762	kingdom | phylum | class | order | family | genus | species	Myodes rutilus	GBIF:5706762	Myodes	GBIF:2438724	Cricetidae	GBIF:3240723	Rodentia	GBIF:1459	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												ANCHORAGE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985492		IXODES | STERNALIXODES | IXODES ANATIS		genus | subgenus | species	IXODES ANATIS		IXODES																USNMENT00985492		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	no:match	no:match	APTERYX SP.		APTERYX | APTERYX SP.		genus | species	APTERYX SP.		APTERYX																		PreservedSpecimen												APONGA		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985491		IXODES | PHOLEOIXODES | IXODES ANGUSTUS		genus | subgenus | species	IXODES ANGUSTUS		IXODES																USNMENT00985491		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	EOL:969983	EOL:969983 | GBIF:2437020 | INAT_TAXON:43197 | IRMNG:11170440 | ITIS:180108 | NCBI:134600 | WD:Q185540	Ochotona collaris	species	Animalia | Chordata | Mammalia | Lagomorpha | Ochotonidae | Ochotona | Ochotona collaris	EOL:1 | EOL:694 | EOL:1642 | EOL:1686 | EOL:1688 | EOL:10826 | EOL:969983	kingdom | phylum | class | order | family | genus | species	Ochotona collaris	EOL:969983	Ochotona	EOL:10826	Ochotonidae	EOL:1688	Lagomorpha	EOL:1686	Mammalia	EOL:1642	Chordata	EOL:694	Animalia	EOL:1							PreservedSpecimen												TALKEETNA MTS.  60 MI. N. ANCHORAGE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985489		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985489		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	WD:Q215887	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	| Odocoileus virginianus	WD:Q2334923 | WD:Q215887	| species	Odocoileus virginianus	WD:Q215887																			PreservedSpecimen												CUMBERLAND ISLAND NATIONAL SEASHORE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985488		IXODES | PHOLEOIXODES | IXODES ANGUSTUS		genus | subgenus | species	IXODES ANGUSTUS		IXODES																USNMENT00985488		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	EOL:34264	EOL:34264 | GBIF:2438591 | IRMNG:1325684 | ITIS:180296 | ITIS:970511 | ITIS:970512 | ITIS:970513 | ITIS:970514 | ITIS:970515 | ITIS:970516 | ITIS:970517 | NCBI:10053 | WD:Q683647 | doi:10.11646/zootaxa.4522.1.1 | http://taxon-concept.plazi.org/id/Animalia/Microtus_Schrank_1798 | http://treatment.plazi.org/id/03A0BE3B64A4FF11FF4FFA15FE3C506B	Microtus	genus	Animalia | Chordata | Mammalia | Rodentia | Muridae | Microtus	EOL:1 | EOL:694 | EOL:1642 | EOL:8677 | EOL:8698 | EOL:34264	kingdom | phylum | class | order | family | genus			Microtus	EOL:34264	Muridae	EOL:8698	Rodentia	EOL:8677	Mammalia	EOL:1642	Chordata	EOL:694	Animalia	EOL:1							PreservedSpecimen												KUKAK BAY  KATMAI  N. M.		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985486		IXODES | EXOPALPIGER | IXODES ANDINUS PROBABLY		genus | subgenus | species	IXODES ANDINUS PROBABLY		IXODES																USNMENT00985486		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	IRMNG:10236166	IRMNG:10236166	Oryzomys albigularis	species	Animalia | Chordata | Mammalia | Rodentia | Cricetidae | Oryzomys | Oryzomys albigularis	IRMNG:11 | IRMNG:148 | IRMNG:1310 | IRMNG:11808 | IRMNG:118979 | IRMNG:1438810 | IRMNG:10236166	kingdom | phylum | class | order | family | genus | species	Oryzomys albigularis	IRMNG:10236166	Oryzomys	IRMNG:1438810	Cricetidae	IRMNG:118979	Rodentia	IRMNG:11808	Mammalia	IRMNG:1310	Chordata	IRMNG:148	Animalia	IRMNG:11							PreservedSpecimen												MUNCHIGUE EAST SIDE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985484		IXODES | AFRIXODES | IXODES ALBIGNACI		genus | subgenus | species	IXODES ALBIGNACI		IXODES																USNMENT00985484		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	no:match	no:match	MICROGALE SP.		MICROGALE | MICROGALE SP.		genus | species	MICROGALE SP.		MICROGALE																		PreservedSpecimen												PERINET  MORAMANGA  TAMATAVE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985483		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985483		PreservedSpecimen									hasHost	http://purl.obolibrary.org/obo/RO_0002454	WD:Q35255	EOL:311910 | GBIF:2435099 | INAT_TAXON:42007 | IRMNG:10212875 | ITIS:552479 | NCBI:9696 | WD:Q35255	Puma concolor	species	| Puma concolor	WD:Q270748 | WD:Q35255	| species	Puma concolor	WD:Q35255																			PreservedSpecimen												FAKAHATCHEE STRAND STATE PRESERVE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985482		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985482		PreservedSpecimen									hasHost	http://purl.obolibrary.org/obo/RO_0002454	WD:Q215887	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	| Odocoileus virginianus	WD:Q2334923 | WD:Q215887	| species	Odocoileus virginianus	WD:Q215887																			PreservedSpecimen												STATE PRESERVE  FAKAHATCHEE STRAND		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985478		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985478		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen														https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985473		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985473		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	no:match	no:match	ODOCOILEUS VIRGININAUS		ODOCOILEUS | ODOCOILEUS VIRGININAUS		genus | species	ODOCOILEUS VIRGININAUS		ODOCOILEUS																		PreservedSpecimen														https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985470		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985470		PreservedSpecimen									hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												BEAR ISLAND UNIT OF BIG CYPRESS NATIONAL PRESERVE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985469		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985469		PreservedSpecimen									hasHost	http://purl.obolibrary.org/obo/RO_0002454	EOL:311910	EOL:311910 | GBIF:2435099 | INAT_TAXON:42007 | IRMNG:10212875 | ITIS:552479 | NCBI:9696 | WD:Q35255	Puma concolor	species	Animalia | Chordata | Mammalia | Carnivora | Felidae | Puma | Puma concolor	EOL:1 | EOL:694 | EOL:1642 | EOL:7662 | EOL:7674 | EOL:34428 | EOL:311910	kingdom | phylum | class | order | family | genus | species	Puma concolor	EOL:311910	Puma	EOL:34428	Felidae	EOL:7674	Carnivora	EOL:7662	Mammalia	EOL:1642	Chordata	EOL:694	Animalia	EOL:1							PreservedSpecimen												FAKAHATCHEE STRAND PRESERVE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985468		IXODES | IXODES SP.		genus | species	IXODES SP.		IXODES																USNMENT00985468		PreservedSpecimen									hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												BEAR ISLAND UNIT OF BIG CYPRESS NATIONAL PRESERVE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985467		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985467		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	EOL:282	EOL:282 | INAT_TAXON:47125 | IRMNG:221	Magnoliophyta	phylum	Eucarya | Plantae | Magnoliophyta	EOL:5610326 | EOL:42428576 | EOL:282	| subkingdom | phylum											Magnoliophyta	EOL:282									PreservedSpecimen												TAMPICO		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985465		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985465		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												LOCHLOOSA		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985464		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985464		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												PALMDALE		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985462		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985462		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	GBIF:2440965	EOL:328652 | GBIF:2440965 | INAT_TAXON:42223 | IRMNG:10199010 | ITIS:180699 | NCBI:9874 | WD:Q215887 | doi:10.3897/BDJ.3.e6313 | http://taxon-concept.plazi.org/id/Animalia/Odocoileus_virginianus_Zimmermann_1780 | http://treatment.plazi.org/id/914B352F0A82806AD808705A998A54F9	Odocoileus virginianus	species	Animalia | Chordata | Mammalia | Artiodactyla | Cervidae | Odocoileus | Odocoileus virginianus	GBIF:1 | GBIF:44 | GBIF:359 | GBIF:731 | GBIF:5298 | GBIF:2440964 | GBIF:2440965	kingdom | phylum | class | order | family | genus | species	Odocoileus virginianus	GBIF:2440965	Odocoileus	GBIF:2440964	Cervidae	GBIF:5298	Artiodactyla	GBIF:731	Mammalia	GBIF:359	Chordata	GBIF:44	Animalia	GBIF:1							PreservedSpecimen												LOCHLOOSA		https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
no:match	no:match	USNMENT00985461		IXODES | IXODES AFFINIS		genus | species	IXODES AFFINIS		IXODES																USNMENT00985461		PreservedSpecimen								Female	hasHost	http://purl.obolibrary.org/obo/RO_0002454	no:match	no:match	ODOCOILEUS VIRGININAUS		ODOCOILEUS | ODOCOILEUS VIRGININAUS		genus | species	ODOCOILEUS VIRGININAUS		ODOCOILEUS																		PreservedSpecimen														https://en.wiktionary.org/wiki/support	US National Museum of Natural History Ixodes Records. Accessed at <https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip> on 20 Apr 2021.			US National Museum of Natural History Ixodes Records	globalbioticinteractions/usnm-ixodes	https://github.com/globalbioticinteractions/usnm-ixodes/archive/c5fcd5f34ce412002783544afb628a33db7f47a6.zip		2021-04-17T03:12:29.757Z
